"PostID","FBlink","Mitulink","Headline","ShareText","Type","Category","DatePosted","HourPosted","Hour","Day","Month","Reach","Comments","Likes","Shares","TotalInter","InterRate","Clicks","CTR","TimesRepost","Reposted","RepostOrder","Originals","Reposts","ss_headlines","ss_comments","category"
"1405630409737397_1505174733116297","https://www.facebook.com/wearemitu/posts/1505174733116297","https://www.wearemitu.com/mitu-world/muxesgender/","Not Male, Not Female, but Muxe, Mexico’s Third Gender","The new gender you need to know about.","Link","Sensationalist",2015-10-21,"8:02:48 a. m.",8,3,10,31776,27,187,34,248,0.0078,1796,522,"8","1","1","0","1",0,0.306475,"Sensationalist"
"1405630409737397_1505205126446591","https://www.facebook.com/wearemitu/posts/1505205126446591","https://www.wearemitu.com/mitu-voice/worst-questions-latino-vegans-get-asked/","Worst Questions Latino Vegans Get Asked","“Mariscos? Come on, shrimp isn’t even an animal.""","Link","Food & Beverages",2015-10-21,"10:03:12 a. m.",10,3,10,9132,8,40,5,53,0.0058,116,111,"5","1","1","0","1",-0.6249,0.66685,"Food & Beverages"
"1405630409737397_1505280779772359","https://www.facebook.com/wearemitu/posts/1505280779772359","https://www.wearemitu.com/newsfeed/15-spanish-words-that-dont-technically-exist-but-we-use-every-day/","15 Spanish Words that Don’t Technically Exist but We Use Every Day","Parquear: to park, usually like a boss.","Link","Latino Culture",2015-10-21,"3:01:14 p. m.",15,3,10,34424,73,250,85,408,0.0119,1328,382,"2","1","0","1","0",0,0.092472727,"Latino Culture"
"1405630409737397_1505303489770088","https://www.facebook.com/wearemitu/posts/1505303489770088","https://www.wearemitu.com/mitu-world/compton-kid-sings-mexican-corridos/","This Kid from Compton Sings Corridos Like a Mexican","“Yo soy negro, claro. Afroamericano. Corazón y alma de un Mexicano.”","Link","Identities",2015-10-21,"5:00:56 p. m.",17,3,10,207624,629,4385,681,5695,0.0274,7965,380,"6","1","0","1","0",0.3612,0.352161224,"Identities"
"1405630409737397_1505313853102385","https://www.facebook.com/wearemitu/posts/1505313853102385","https://www.wearemitu.com/mitu-world/la-mataviejitas-mexican-serial-killer/","Meet 'La Mataviejitas,' One of Mexico's Most Notorious Serial Killers","She's the definition of evil...","Link","Sensationalist",2015-10-21,"6:00:34 p. m.",18,3,10,36437,23,197,57,277,0.0076,1499,406,"8","1","0","1","0",-0.8297,0.00246,"Sensationalist"
"1405630409737397_1505448496422254","https://www.facebook.com/wearemitu/posts/1505448496422254","https://www.wearemitu.com/mitu-world/quiz-can-you-tell-which-celeb-is-latino/","Quiz: Can You Tell Who on the List is Latino?","QUIZ: Which one of these celebs is Latino?  a) Ariana Grande  b) Vanessa Hudgens  c) Bruno Mars","Link","Celebrity & Gossip",2015-10-22,"6:02:32 a. m.",6,4,10,13192,18,25,2,45,0.0034,360,266,"4","1","1","0","1",0,-0.3902,"Celebrity & Gossip"
"1405630409737397_1505516229748814","https://www.facebook.com/wearemitu/posts/1505516229748814","https://www.wearemitu.com/mitu-voice/quiz-are-you-a-chancla-or-a-stiletto/","Quiz: Are You a Chancla or a Stiletto?","There are two kinds of people in the world.","Link","Beauty & Fashion",2015-10-22,"10:02:40 a. m.",10,4,10,16704,28,65,13,106,0.0063,507,298,"5","1","0","1","0",0,0.70935,"Beauty & Fashion"
"1405630409737397_1505545753079195","https://www.facebook.com/wearemitu/posts/1505545753079195","https://www.wearemitu.com/mitu-world/nursing-student-sued-college-classmates-spoke-spanish/","A Nursing Student Was Suspended for Complaining About Spanish Speakers,...","Meet the worst person in the world.","Link","News & Issues",2015-10-22,"12:03:02 p. m.",12,4,10,37201,73,271,55,399,0.0107,1390,369,"3","1","0","1","0",-0.5994,0.112057143,"News & Issues"
"1405630409737397_1505593203074450","https://www.facebook.com/wearemitu/posts/1505593203074450","https://www.wearemitu.com/mitu-voice/11-times-starbucks-butchered-latino-names-like-it-was-nothing/","11 Times Starbucks Butchered Latino Names Like It Was Nothing","Get your s**t together Starbucks.","Link","Latino Culture",2015-10-22,"3:01:07 p. m.",15,4,10,14711,22,100,32,154,0.0105,446,297,"6","1","0","1","0",0.3612,0.2259,"Latino Culture"
"1405630409737397_1505624309738006","https://www.facebook.com/wearemitu/posts/1505624309738006","https://www.wearemitu.com/mitu-world/john-oliver-mexico-president-enrique-pena-nieto/","John Oliver Stands Up for the People of Mexico","And the best burn of all time goes to...","Link","News & Issues",2015-10-22,"6:00:58 p. m.",18,4,10,26387,4,263,41,308,0.0117,643,234,"2","1","0","1","0",0,-0.296,"News & Issues"
"1405630409737397_1505787413055029","https://www.facebook.com/wearemitu/posts/1505787413055029","https://www.wearemitu.com/mitu-world/jackie-cruz-como-la-flor-selena-cover/","Flaca Can Sing! Listen to Jackie Cruz Doing a Cover of Selena's ""Como La...","This is amazing! #OBSESSED","Link","Music",2015-10-23,"8:02:17 a. m.",8,5,10,17783,24,214,31,269,0.0151,433,233,"5","1","0","1","0",0,0.5994,"Music"
"1405630409737397_1505843613049409","https://www.facebook.com/wearemitu/posts/1505843613049409","https://www.wearemitu.com/mitu-world/prayers-cholo-goth/","A Gang Member from San Diego and a Punk from TJ are the Creators of...","Forget everything you thought you knew about cholos...","Link","Latino Culture",2015-10-23,"12:01:05 p. m.",12,5,10,22026,71,216,44,331,0.015,1131,496,"5","1","0","1","0",0,0.247875,"Latino Culture"
"1405630409737397_1505868449713592","https://www.facebook.com/wearemitu/posts/1505868449713592","https://www.wearemitu.com/mitu-voice/types-of-latino-boyfriends-weve-all-dated/","These Latino Boyfriends Are the Best Thing We Never Had","And that's why he's your ex...","Link","Sex & Relationships",2015-10-23,"2:00:57 p. m.",14,5,10,28305,16,157,19,192,0.0068,1110,388,"5","1","0","1","0",0.6369,-0.0663,"Sex & Relationships"
"1405630409737397_1505965796370524","https://www.facebook.com/wearemitu/posts/1505965796370524","https://www.wearemitu.com/mitu-voice/things-we-missed-out-on-because-our-parents-were-insanely-strict/","Proof Latino Parents Deprived Us of a Normal Childhood","Sleepovers with boys and girls? Hahaha...NEVER.","Link","Family & Friends",2015-10-23,"10:00:44 p. m.",22,5,10,26330,43,210,51,304,0.0115,669,245,"7","1","2","0","1",-0.4767,0.299033333,"Family & Friends"
"1405630409737397_1506055733028197","https://www.facebook.com/wearemitu/posts/1506055733028197","https://www.wearemitu.com/mitu-world/11-sexy-latino-dads-make-your-heart-skip-beat/","Here Are 11 Sexy Latino Men with Their Kids to Give You All the Feels","Prepare your ovaries, ladies.","Link","Sex & Relationships",2015-10-24,"6:01:47 a. m.",6,6,10,29506,10,327,14,351,0.0119,947,316,"5","1","1","0","1",0.5267,0.4574,"Sex & Relationships"
"1405630409737397_1506236776343426","https://www.facebook.com/wearemitu/posts/1506236776343426","https://www.wearemitu.com/mitu-world/ms-13/","This Prison is So Dangerous, Even the Guards Won’t Go In","This prison is basically a gang member's dream!","Link","Sensationalist",2015-10-24,"10:00:24 p. m.",22,6,10,12576,4,65,15,84,0.0067,495,390,"6","1","1","0","1",-0.7713,-0.1902,"Sensationalist"
"1405630409737397_1506452582988512","https://www.facebook.com/wearemitu/posts/1506452582988512","https://www.wearemitu.com/mitu-voice/demi-lovato-goes-naked/","No Makeup, No Lights, No Photoshop: This is Demi Lovato","You're welcome world.","Link","Celebrity & Gossip",2015-10-25,"5:00:51 p. m.",17,7,10,18350,6,134,3,143,0.0078,844,453,"3","1","1","0","1",-0.6808,-0.5423,"Celebrity & Gossip"
"1405630409737397_1506618899638547","https://www.facebook.com/wearemitu/posts/1506618899638547","https://www.wearemitu.com/mitu-life/hangovercure/","Think that Gallon of Agua is Helping Your Hangover? Here’s Why You’re Wrong","Thanks a lot science!","Link","News & Issues",2015-10-26,"9:02:38 a. m.",9,1,10,11148,6,30,6,42,0.0038,218,183,"5","1","2","0","1",-0.2263,0.5561,"News & Issues"
"1405630409737397_1506635709636866","https://www.facebook.com/wearemitu/posts/1506635709636866","https://www.wearemitu.com/mitu-world/venezuelan-reporter-yuvi-pallares-gets-naked-to-delivers-the-news-like-totally-naked/","Venezuelan Reporter Yuvi Pallarés Gets Naked to Deliver the News, Like...","When we say naked we mean naked NAKED.","Link","Sensationalist",2015-10-26,"10:00:49 a. m.",10,1,10,13165,4,22,5,31,0.0024,449,336,"5","1","1","0","1",0,-0.34,"Sensationalist"
"1405630409737397_1506685326298571","https://www.facebook.com/wearemitu/posts/1506685326298571","https://www.wearemitu.com/mitu-world/this-old-sofia-vergara-interview-with-bill-cosby-is-actually-super-creepy/","You Won't See Anything Creepier Than Bill Cosby Interviewing Sofia Vergara","The creep signs were all there! #Ugh","Link","Celebrity & Gossip",2015-10-26,"2:01:02 p. m.",14,1,10,9480,4,41,8,53,0.0056,330,343,"5","1","0","1","0",0,0,"Celebrity & Gossip"
"1405630409737397_1506860786281025","https://www.facebook.com/wearemitu/posts/1506860786281025","https://www.wearemitu.com/mitu-world/the-truth-viral-cocaine-challenge/","“Rich Mexican Girl” Tells the Truth about the Infamous, Viral Cocaine...","Yeah, you might want to think twice before you post something on the Internet...","Link","Sensationalist",2015-10-27,"6:02:45 a. m.",6,2,10,19074,2,51,4,57,0.003,1090,525,"3","1","1","0","1",0.3182,0.4173,"Sensationalist"
"1405630409737397_1506947569605680","https://www.facebook.com/wearemitu/posts/1506947569605680","https://www.wearemitu.com/mitu-world/gina-rodriguez-says-shes-latina/","This is Why Gina Rodriguez Doesn’t Speak Spanish Well","Geez, give the girl a break...","Link","Celebrity & Gossip",2015-10-27,"12:01:07 p. m.",12,2,10,15775,37,156,22,215,0.0136,635,399,"6","1","1","0","1",0.2732,-0.166366667,"Celebrity & Gossip"
"1405630409737397_1506971656269938","https://www.facebook.com/wearemitu/posts/1506971656269938","https://www.wearemitu.com/mitu-voice/11-times-latinos-have-taken-wildly-inappropriate-selfies/","From Funerals to Hospital Visits, 11 Times Latinos Overshared Via Selfies","These people have no chill.","Link","Latino Culture",2015-10-27,"2:01:03 p. m.",14,2,10,6234,4,5,4,13,0.0021,76,106,"6","1","1","0","1",-0.3818,0.7777,"Latino Culture"
"1405630409737397_1506981299602307","https://www.facebook.com/wearemitu/posts/1506981299602307","https://www.wearemitu.com/mitu-voice/looks-j-lo-wants-you-to-forget-she-wore-in-2005/","J.Lo Looked Like a Quinceañera at Every Red Carpet 10 Years Ago","Proof that we all have an embarrassing past...even J.Lo!","Link","Celebrity & Gossip",2015-10-27,"3:00:32 p. m.",15,2,10,28284,9,90,7,106,0.0037,1718,544,"5","1","0","1","0",0.3612,0.7311,"Celebrity & Gossip"
"1405630409737397_1507058942927876","https://www.facebook.com/wearemitu/posts/1507058942927876","https://www.wearemitu.com/mitu-voice/times-speaking-spanish-comes-in-handy/","11 Times Speaking Spanish Has Saved Your Life","Being bilingual is simply the best.","Link","Latino Culture",2015-10-27,"10:00:59 p. m.",22,2,10,35528,39,282,63,384,0.0108,1297,360,"4","1","0","1","0",0.4215,0.253018182,"Latino Culture"
"1405630409737397_1507134169587020","https://www.facebook.com/wearemitu/posts/1507134169587020","https://www.wearemitu.com/mitu-world/when-students-at-a-north-carolina-high-school-were-asked-about-immigration-they-created-these-anti-immigrant-signs/","When Students at a North Carolina High School Were Asked About...","How would you feel if you saw these signs posted in a school hallway?","Link","News & Issues",2015-10-28,"6:02:15 a. m.",6,3,10,18953,26,63,15,104,0.0055,353,173,"4","1","1","0","1",0,-0.246530769,"News & Issues"
"1405630409737397_1507155562918214","https://www.facebook.com/wearemitu/posts/1507155562918214","https://www.wearemitu.com/mitu-world/nyc-restaurant-selling-thirty-pound-burrito/","If You Can Finish a 30-Pound Burrito, This Restaurant Will Make You Part...","You said you were hungry...","Link","Food & Beverages",2015-10-28,"8:02:27 a. m.",8,3,10,28819,75,261,51,387,0.0134,893,304,"7","1","1","0","1",0,0.2712,"Food & Beverages"
"1405630409737397_1507213782912392","https://www.facebook.com/wearemitu/posts/1507213782912392","https://www.wearemitu.com/mitu-world/quiz-guys-whats-your-mexican-nickname/","Quiz: Guys, What’s Your Mexican Nickname? Gordo, Prieto or Chato?","Can we guess your Mexican nickname?","Link","Latino Culture",2015-10-28,"12:01:04 p. m.",12,3,10,47683,156,188,55,399,0.0084,2382,486,"7","1","0","1","0",0,0.218593333,"Latino Culture"
"1405630409737397_1507234629576974","https://www.facebook.com/wearemitu/posts/1507234629576974","https://www.wearemitu.com/mitu-world/mexican-tv-co-host-is-sexually-harassed-live-on-camera-but-it-might-not-be-what-you-think/","Televisa Doesn't Know What to Do about the Sexual harassment that...","This whole situation stinks.","Link","Sensationalist",2015-10-28,"2:00:44 p. m.",14,3,10,33066,31,133,10,174,0.0053,1406,420,"3","1","0","1","0",-0.5423,-0.08829,"Sensationalist"
"1405630409737397_1507245549575882","https://www.facebook.com/wearemitu/posts/1507245549575882","https://www.wearemitu.com/mitu-voice/latinos-never-eat-snacks-the-basic-way/","Only a Mexican Stomach Can Survive These Snacks","Guaranteed to make Mexicans' mouths water...","Link","Food & Beverages",2015-10-28,"3:00:49 p. m.",15,3,10,1197800,5233,32436,2873,40542,0.0338,42399,349,"8","1","0","1","0",0,0.190467421,"Food & Beverages"
"1405630409737397_1507267289573708","https://www.facebook.com/wearemitu/posts/1507267289573708","https://www.wearemitu.com/mitu-world/don-francisco-lily-estefan-and-la-cuatro-talk-about-the-end-of-sabado-gigante/","‘Sábado Gigante’ was on the Air for 53 Years, Why Did it End in 2015?","This is why Sábado Gigante was really cancelled.","Link","TV & Movies",2015-10-28,"5:01:02 p. m.",17,3,10,12549,6,56,9,71,0.0057,439,345,"3","1","0","1","0",0,-0.112933333,"TV & Movies"
"1405630409737397_1507275826239521","https://www.facebook.com/wearemitu/posts/1507275826239521","https://www.wearemitu.com/mitu-voice/this-ballsy-girl-gives-biggest-middle-finger-to-body-image/","This Latina Shows You How to Respond to That Tía Who Call You Fat","All girls need to think like this Latina.","Link","Identities",2015-10-28,"6:00:24 p. m.",18,3,10,33381,14,174,21,209,0.0063,1335,396,"7","1","0","1","0",0,0.388933333,"Identities"
"1405630409737397_1507391969561240","https://www.facebook.com/wearemitu/posts/1507391969561240","https://www.wearemitu.com/mitu-voice/types-of-tias-all-latinos-have/","Here’s a Breakdown of Every Type of Tía Latina That Exists","""Soy la tía chida.""","Link","Family & Friends",2015-10-29,"6:02:12 a. m.",6,4,10,43756,123,451,87,661,0.0151,1150,255,"6","1","1","0","1",0,0.5815375,"Family & Friends"
"1405630409737397_1507418106225293","https://www.facebook.com/wearemitu/posts/1507418106225293","https://www.wearemitu.com/mitu-world/photos-ellis-island-immigrants/","These Old Immigration Photos Show ""Americans"" Before They Were American","These photos are INCREDIBLE.","Link","News & Issues",2015-10-29,"8:02:21 a. m.",8,4,10,30940,32,315,86,433,0.014,835,262,"2","1","0","1","0",0,0.436075,"News & Issues"
"1405630409737397_1507490439551393","https://www.facebook.com/wearemitu/posts/1507490439551393","https://www.wearemitu.com/mitu-world/something-washed-up-on-the-shore-in-paraguay-and-people-are-screaming-chupacabra/","A Decomposing Animal was Spotted in A River in Paraguay and the Locals...","What is THAT?","Link","Sensationalist",2015-10-29,"2:01:02 p. m.",14,4,10,18774,18,29,7,54,0.0029,692,364,"4","1","0","1","0",0,-0.12768,"Sensationalist"
"1405630409737397_1507500632883707","https://www.facebook.com/wearemitu/posts/1507500632883707","https://www.wearemitu.com/mitu-voice/9-quince-gowns-that-prove-futbol-is-a-way-of-life/","9 Quince Gowns that Prove Fútbol is a Way of Life","OMG NO.","Link","Latino Culture",2015-10-29,"3:02:16 p. m.",15,4,10,18850,66,124,17,207,0.011,481,246,"3","1","0","1","0",0,-0.182466667,"Latino Culture"
"1405630409737397_1507650976202006","https://www.facebook.com/wearemitu/posts/1507650976202006","https://www.wearemitu.com/mitu-voice/things-you-find-in-every-mexican-kitchen/","Things You Find in Every Mexican Kitchen","Rice in the salt shaker? CHECK!","Link","Food & Beverages",2015-10-30,"6:02:22 a. m.",6,5,10,46793,77,638,91,806,0.0172,1256,260,"8","1","1","0","1",0,0.44965,"Food & Beverages"
"1405630409737397_1507754732858297","https://www.facebook.com/wearemitu/posts/1507754732858297","https://www.wearemitu.com/mitu-voice/things-latinas-do-after-a-breakup-to-make-you-wish-you-never-crushed-our-heart/","Latina Ex-Girlfriends Know Where to Hit Their Exes Where It Hurts","They will ruin your life.","Link","Sex & Relationships",2015-10-30,"12:02:47 p. m.",12,5,10,26812,33,193,25,251,0.0094,906,333,"6","1","1","0","1",-0.4767,0.44375,"Sex & Relationships"
