"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","share_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","post_image","author","mitu_link","category","sponsored","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_ctr","average_interaction_rate","average_post_reach","average_link_clicks","author_status"
"150424302108405_241200186364149","https://www.facebook.com/150424302108405_241200186364149","link","There's a donut shaped like a machete. I. Can't. Even...","Danny Trejo Opened His Donut Shop... And Sold Out Of Donuts In One Day","https://wearemitu.com/bad-hombres/this-iconic-latino-actor-and-restauranteur-is-the-american-dream/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18341556_6070323160946_6019845948987932672_n.jpg?oh=bd13ea2f685d994dd1fd30ef5a82d859&oe=59F7E9CF",2017-05-18 21:00:00,2017-05-18,"21:00",118585,979,1633795,1044101,37962,1027375,134,1901,5000,2620,42791,4968,2486,40890,0,30857,379,0,15641,89,50379,50379,45348,46877,77891,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1502,272,24,44,0,0,"native","Bad Hombres",50379,0.0482510791580508,0.0295536542920656,0,27.0632474579843,0.0986125171202287,1842,0.8154,0.1477,0.013,0.0239,0,0,0.964366205247729,0.0356337947522709,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18341556_6070323160946_6019845948987932672_n.jpg?oh=bd13ea2f685d994dd1fd30ef5a82d859&oe=59F7E9CF ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/this-iconic-latino-actor-and-restauranteur-is-the-american-dream/","Food & Beverages",0,0,1,0,NA,NA,NA,0.0295536542920656,0.0482510791580508,1044101,30857,"Jason Marcus"
"150424302108405_227579391059562","https://www.facebook.com/150424302108405_227579391059562","link","We don't need no stinking valves!","Here's One Way To Use Condoms That You Probably Didn't Expect","https://wearemitu.com/bad-hombres/this-is-how-condoms-are-giving-birth-to-cuban-ingenuity/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17948846_6076555076509_5893817521030561792_n.png?oh=e7b17aa15075c33de9c0c9442e945409&oe=59F017BF",2017-04-24 14:00:00,2017-04-24,"14:00",92751,1474,31219,21552,2623,19058,0,14,5,0,23,5,0,9,0,134,0,0,57,3,28,28,26,191,205,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,"native","Bad Hombres",28,0.00129918337045286,0.00621752041573868,0,7.26572626763248,0.178571428571429,13,0.8462,0,0.0769,0.0769,0,0,0.879018495456852,0.120981504543148,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17948846_6076555076509_5893817521030561792_n.png?oh=e7b17aa15075c33de9c0c9442e945409&oe=59F017BF ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/this-is-how-condoms-are-giving-birth-to-cuban-ingenuity/","Other",0,0,1,0,NA,NA,NA,0.00621752041573868,0.00129918337045286,21552,134,"Jason Marcus"
"150424302108405_223481124802722","https://www.facebook.com/150424302108405_223481124802722","link","This is a game changer.","WTF? YouTube Is Teaching Your Kids Things Whether You Want It To Or Not","https://www.wearemitu.com/bad-hombres/this-is-how-youtube-taught-me-everything-i-know-about-love/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17861183_6076199795309_598003676899966976_n.png?oh=90fc32435cf67fb760bdbdb4a643b07d&oe=59ECBF38",2017-04-17 14:00:00,2017-04-17,"14:00",84692,598,23472,15808,2164,13147,0,6,2,0,14,3,0,8,1,65,18,0,60,0,17,17,17,143,138,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,0,0,"native","Bad Hombres",17,0.0010754048582996,0.00411184210526316,0,6.07532347504621,0.176470588235294,6,0.8333,0,0,0.1667,0,0,0.858663705832408,0.141336294167592,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17861183_6076199795309_598003676899966976_n.png?oh=90fc32435cf67fb760bdbdb4a643b07d&oe=59ECBF38 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/this-is-how-youtube-taught-me-everything-i-know-about-love/","Other",0,0,1,0,NA,NA,NA,0.00411184210526316,0.0010754048582996,15808,65,"Jason Marcus"
"150424302108405_253077355176432","https://www.facebook.com/150424302108405_253077355176432","link","Haves or have-nots, what side are you on?","It's Banned In Germany, But Your Parents Probably Made Your Doctor Do This To You Anyway","https://wearemitu.com/bad-hombres/this-is-the-most-revealing-poll-youll-ever-take-about-your-pole/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19115657_6075448496584_3003869572425056256_n.jpg?oh=8ba680ede00f75a968e2f899e3ab8383&oe=59FCA54A",2017-06-13 10:00:00,2017-06-13,"10:00",145851,1214,2672,1865,1240,40,4,11,2,8,16,2,4,5,0,66,0,0,63,1,26,26,18,129,116,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,2,0,3,"native","Bad Hombres",26,0.013941018766756,0.0353887399463807,0,0.032258064516129,0.0769230769230769,11,0.5455,0,0,0.1818,0,0.2727,0.03125,0.96875,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19115657_6075448496584_3003869572425056256_n.jpg?oh=8ba680ede00f75a968e2f899e3ab8383&oe=59FCA54A ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/this-is-the-most-revealing-poll-youll-ever-take-about-your-pole/","Sex & Relationships",0,0,1,0,NA,NA,NA,0.0353887399463807,0.013941018766756,1865,66,"Jason Marcus"
"150424302108405_265704193913748","https://www.facebook.com/150424302108405_265704193913748","link","Those silent-but-deadly farts are the worst.","Here Are The 9 Stages Of Road Trips You Go Through Every Time You Travel With Your Family","https://wearemitu.com/bad-hombres/this-is-why-family-road-trips-are-nothing-like-those-go-pro-travel-videos-you-see-all-over-the-internet/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19897109_6081067548948_2796129988661739520_n.jpg?oh=941b094d3e3d019bbe92b05424b574b4&oe=5A04067C",2017-07-07 14:00:00,2017-07-07,"14:00",165074,375,157828,104787,5295,102785,0,18,18,36,95,20,36,77,2,1473,158,0,661,9,151,151,120,2292,2088,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,11,0,0,"native","Bad Hombres",151,0.00144101844694475,0.0140570872341035,0,19.4117091595845,0.132450331125828,14,0.1429,0.0714,0,0.7857,0,0,0.951008512213175,0.0489914877868246,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19897109_6081067548948_2796129988661739520_n.jpg?oh=941b094d3e3d019bbe92b05424b574b4&oe=5A04067C ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jessica Garcia","https://wearemitu.com/bad-hombres/this-is-why-family-road-trips-are-nothing-like-those-go-pro-travel-videos-you-see-all-over-the-internet/","Family & Friends",0,0,1,0,NA,NA,NA,0.0140570872341035,0.00144101844694475,104787,1473,"Jessica Garcia"
"150424302108405_231912783959556","https://www.facebook.com/150424302108405_231912783959556","link","Its 0 to 62 is ridiculous.","This Mexican Megacar’s Specs Are Insane, But The Exterior Is Where Its Innovation Shines","https://wearemitu.com/bad-hombres/this-mexican-megacars-specs-are-insane-but-the-exterior-is-where-its-innovation-shines/","https://scontent.xx.fbcdn.net/v/t39.2147-6/17636489_231912673959567_2602402164470972416_n.jpg?oh=6c0673e085dac66ada18c7d68810291d&oe=59FD5F20",2017-04-28 11:16:00,2017-04-28,"11:16",96212,863,753962,457641,17819,451634,20,152,743,372,2586,757,352,2434,14,11923,269,0,5791,17,3715,3715,3294,17983,17608,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,13,8,0,0,0,"native","Bad Hombres",3715,0.00811771672555562,0.0260531726833916,0,25.3456422919356,0.203768506056528,147,0.8571,0.0884,0.0544,0,0,0,0.962043058623547,0.037956941376453,"<img src =' https://scontent.xx.fbcdn.net/v/t39.2147-6/17636489_231912673959567_2602402164470972416_n.jpg?oh=6c0673e085dac66ada18c7d68810291d&oe=59FD5F20 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://wearemitu.com/bad-hombres/this-mexican-megacars-specs-are-insane-but-the-exterior-is-where-its-innovation-shines/","Sports",0,0,1,0,NA,NA,NA,0.0260531726833916,0.00811771672555562,457641,11923,"Lucas Molandes"
"150424302108405_238367736647394","https://www.facebook.com/150424302108405_238367736647394","link","Gives new meaning to the term ""food baby.""","Here's The Taco That Proves Everything Is Bigger In Texas","https://wearemitu.com/bad-hombres/this-mother-of-all-tacos-is-the-size-of-a-human-baby/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18340962_6087404025926_6793287525122179072_n.jpg?oh=f5949a31bde2fd67273f046e2e53711b&oe=59F2D9B5",2017-05-12 18:00:00,2017-05-12,"18:00",113566,1268,34605,24053,5690,17204,3,81,24,8,121,25,5,40,1,150,0,0,120,1,154,154,140,270,338,163,1,0,1,0,1,0,1,0,5,5,0,2,2,0,1,2,0.6,1,1,1,0.8,0.8,0.8,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,57,3,1,10,0,0,"native","Bad Hombres",154,0.00640252775121606,0.00623622832910656,0.000207874277636885,3.02355008787346,0.162337662337662,71,0.8028,0.0423,0.0141,0.1408,0,0,0.751463265484406,0.248536734515594,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18340962_6087404025926_6793287525122179072_n.jpg?oh=f5949a31bde2fd67273f046e2e53711b&oe=59F2D9B5 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/this-mother-of-all-tacos-is-the-size-of-a-human-baby/","Food & Beverages",0,0,1,0,NA,NA,NA,0.00623622832910656,0.00640252775121606,24053,150,"Jason Marcus"
"150424302108405_243329436151224","https://www.facebook.com/150424302108405_243329436151224","link","OMG! He really goes in on those haters hard.","This Dominican Basketball Player Becomes A Viral Meme For Putting Haters On Blast For Doubting The Boston Celtics And Twitter Is Living For It","https://wearemitu.com/bad-hombres/watch-this-dominicano-basketball-player-cuts-a-savage-wwe-worthy-wrestling-promo-during-post-game-interview/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18507180_6088160137526_392314085321998336_n.jpg?oh=34c8c13f5b830714d77a480f98080ea3&oe=59F101B1",2017-05-23 20:27:00,2017-05-23,"20:27",124779,959,104125,71251,4090,66871,0,14,2,0,42,2,0,28,0,1019,284,0,318,2,44,44,44,1621,1456,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,3,0,0,"native","Bad Hombres",44,0.000617535192488527,0.0143015536624047,0,16.3498777506112,0.0454545454545455,11,0.7273,0,0,0.2727,0,0,0.942362706275278,0.057637293724722,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18507180_6088160137526_392314085321998336_n.jpg?oh=34c8c13f5b830714d77a480f98080ea3&oe=59F101B1 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/watch-this-dominicano-basketball-player-cuts-a-savage-wwe-worthy-wrestling-promo-during-post-game-interview/","Sports",0,0,1,0,NA,NA,NA,0.0143015536624047,0.000617535192488527,71251,1019,"Jason Marcus"
"150424302108405_230957430721758","https://www.facebook.com/150424302108405_230957430721758","link","Some people just can't stand the heat and I'm one of them.","Misconception: Not All Latinos Can Handle Spicy Food And Here's Why","https://wearemitu.com/bad-hombres/when-youre-a-latino-who-cant-handle-spicy-food/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17949212_6076842678309_859566936118263808_n.png?oh=5b7180c0fc7f93e35e327885e08bb77f&oe=5A05C280",2017-04-26 20:30:00,2017-04-26,"20:30",94500,552,290830,189794,9030,184565,13,73,78,179,567,83,166,494,5,2718,307,0,1988,4,829,829,713,5013,4664,422,1,0,1,0,1,0,0,0,10,10,0,2,2,0,1,2,0.9,1,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,11,2,0,"native","Bad Hombres",829,0.00436789361096768,0.0143207899090593,5.26887045955088e-05,20.4390919158361,0.100120627261761,70,0.8143,0,0,0.1571,0.0286,0,0.953356233373796,0.0466437666262042,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17949212_6076842678309_859566936118263808_n.png?oh=5b7180c0fc7f93e35e327885e08bb77f&oe=5A05C280 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/when-youre-a-latino-who-cant-handle-spicy-food/","Latino Culture",0,0,1,0,NA,NA,NA,0.0143207899090593,0.00436789361096768,189794,2718,"Jason Marcus"
"150424302108405_234842886999879","https://www.facebook.com/150424302108405_234842886999879","link","HOW is this guy a professional?","Alex Rodriguez And Derek Jeter Were At CNBC To Talk About Charity And The Interviewer Wouldn't Stop Asking About The Freakin Met Gala","https://wearemitu.com/bad-hombres/wtf-this-interview-with-a-rod-derek-jeter-is-awkward-af/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18091079_6086922967526_203309037234683904_n.png?oh=6f6d978eb8cc35bea6c75326d5eaa52f&oe=59EEBE95",2017-05-05 10:00:00,2017-05-05,"10:00",106942,724,352325,220996,7528,217810,1,11,13,17,135,13,16,124,0,5914,127,0,2231,12,165,165,163,8272,7253,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,"native","Bad Hombres",165,0.000746619848323047,0.0267606653514091,0,28.9333156216791,0.0787878787878788,10,1,0,0,0,0,0,0.966592407849542,0.0334075921504584,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18091079_6086922967526_203309037234683904_n.png?oh=6f6d978eb8cc35bea6c75326d5eaa52f&oe=59EEBE95 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/wtf-this-interview-with-a-rod-derek-jeter-is-awkward-af/","Celebrity & Gossip",0,0,1,0,NA,NA,NA,0.0267606653514091,0.000746619848323047,220996,5914,"Jason Marcus"
"150424302108405_226865987797569","https://www.facebook.com/150424302108405_226865987797569","link","I'll keep it turned ON from now on!","Your Phone Has A Built-InTracking Device, But Here's How That's A Good Thing","https://wearemitu.com/bad-hombres/wtf-this-is-why-you-should-always-have-find-my-phone-turned-on/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17947912_6076490865509_2026095537068965888_n.png?oh=8bb217d0eaef8cf7947202587517080c&oe=59FBAF4E",2017-04-20 14:00:00,2017-04-20,"14:00",87796,1627,22478,14668,1872,12132,0,8,4,0,16,4,0,8,0,81,33,0,72,1,20,20,18,186,177,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,"native","Bad Hombres",20,0.00136351240796291,0.0055222252522498,0,6.48076923076923,0.2,8,1,0,0,0,0,0,0.866323907455013,0.133676092544987,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17947912_6076490865509_2026095537068965888_n.png?oh=8bb217d0eaef8cf7947202587517080c&oe=59FBAF4E ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://wearemitu.com/bad-hombres/wtf-this-is-why-you-should-always-have-find-my-phone-turned-on/","News & Issues",0,0,1,0,NA,NA,NA,0.0055222252522498,0.00136351240796291,14668,81,"Jason Marcus"
"150424302108405_251008145383353","https://www.facebook.com/150424302108405_251008145383353","link","It's like they're talking about my own family!! LOL","This Netflix Comedy Special Is Too Real For Mexican Families","https://wearemitu.com/comedy/chingo-bling-and-his-friends-get-real-about-their-family-issues-and-its-way-too-relatable/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18943326_6089187740526_7810513386302603264_n.png?oh=d1de592c79e48aaf0a58f1ffa5181e55&oe=5A3839A8",2017-06-09 12:00:00,2017-06-09,"12:00",137423,273,161532,105566,9041,99139,15,133,93,114,721,95,99,588,2,2209,269,0,1348,9,930,930,822,3826,3927,597,2,0,2,0,2,0,2,0,2,2,0,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,12,0,21,0,0,"native","Bad Hombres",930,0.00880965462364777,0.0209252979178902,1.89454938142963e-05,10.9654905430815,0.102150537634409,131,0.7481,0.0916,0,0.1603,0,0,0.916426326492882,0.0835736735071178,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18943326_6089187740526_7810513386302603264_n.png?oh=d1de592c79e48aaf0a58f1ffa5181e55&oe=5A3839A8 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://wearemitu.com/comedy/chingo-bling-and-his-friends-get-real-about-their-family-issues-and-its-way-too-relatable/","Latino Culture",0,0,1,0,NA,NA,NA,0.0209252979178902,0.00880965462364777,105566,2209,"Contributor"
"150424302108405_236650323485802","https://www.facebook.com/150424302108405_236650323485802","link","His podcast is about to blow up.","He's One Of The Funniest Comics You've Never Heard Of And He's Already Talking Retirement","https://wearemitu.com/comedy/comedian-al-madrigal-drops-the-funny-and-real-talk-in-new-interview/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18218347_6087190099126_7941557021801709568_n.jpg?oh=74049ef1767071e537544f935d4b867d&oe=59EBA062",2017-05-10 14:00:00,2017-05-10,"14:00",111022,684,4235,3006,1985,119,0,15,5,0,17,5,0,2,0,74,2,0,12,2,22,22,19,88,96,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,0,0,"native","Bad Hombres",22,0.00731869594145043,0.0246174318030605,0,0.0599496221662469,0.227272727272727,12,0.9167,0.0833,0,0,0,0,0.0565589353612167,0.943441064638783,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18218347_6087190099126_7941557021801709568_n.jpg?oh=74049ef1767071e537544f935d4b867d&oe=59EBA062 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://wearemitu.com/comedy/comedian-al-madrigal-drops-the-funny-and-real-talk-in-new-interview/","Identities",0,0,1,0,NA,NA,NA,0.0246174318030605,0.00731869594145043,3006,74,"Lucas Molandes"
"150424302108405_256936198123881","https://www.facebook.com/150424302108405_256936198123881","link","I got a contact high from just watching this video.","Cypress Hill's Latest Video ""Reefer Man"" Is Everything We Love About Cypress Hill","https://wearemitu.com/entertainment/grab-your-lighters-cypress-hill-just-dropped-their-official-video-for-reefer-man/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19443153_6065990670403_8263748391557660672_n.jpg?oh=e2984b0b34ec213d527781e56c83708e&oe=5A03291B",2017-06-20 21:00:00,2017-06-20,"21:00",154640,1634,132059,88616,7829,82621,1,75,35,9,285,36,8,210,1,688,286,0,509,4,330,330,301,1483,1444,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,1,0,0,"native","Bad Hombres",330,0.00372393247269116,0.00776383497336824,0,10.5531996423553,0.109090909090909,74,0.973,0.0135,0,0.0135,0,0,0.913443891652847,0.0865561083471531,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19443153_6065990670403_8263748391557660672_n.jpg?oh=e2984b0b34ec213d527781e56c83708e&oe=5A03291B ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://wearemitu.com/entertainment/grab-your-lighters-cypress-hill-just-dropped-their-official-video-for-reefer-man/","Music",0,0,1,0,NA,NA,NA,0.00776383497336824,0.00372393247269116,88616,688,"Lucas Molandes"
"150424302108405_236617360155765","https://www.facebook.com/150424302108405_236617360155765","link","The second one is so accurate. :joy:","Last Night’s Canelo Vs Chavez Memes Mostly Focused On Canelo’s Next Fight","https://wearemitu.com/entertainment/last-nights-canelo-vs-chavez-memes-mostly-focused-on-canelos-next-fight/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18341160_6067328899573_2227813503668846592_n.png?oh=ada40900c5fbc83148e178abe02714ff&oe=59FDECBB",2017-05-08 12:00:00,2017-05-08,"12:00",109871,462,15175,10327,8878,956,2,53,4,3,55,4,1,2,0,602,1,0,52,5,62,62,59,655,645,551,2,0,2,0,2,0,1,0,5,5,0,4,4,0,1,1,0.8,1,1,1,1,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,31,0,1,19,0,0,"native","Bad Hombres",62,0.0060036796746393,0.0582937929698848,0.000484167715696717,0.107681910340167,0.0645161290322581,51,0.6078,0,0.0196,0.3725,0,0,0.0972137482204596,0.90278625177954,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18341160_6067328899573_2227813503668846592_n.png?oh=ada40900c5fbc83148e178abe02714ff&oe=59FDECBB ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Omar Villegas","https://wearemitu.com/entertainment/last-nights-canelo-vs-chavez-memes-mostly-focused-on-canelos-next-fight/","Sports",0,0,1,0,NA,NA,NA,0.0582937929698848,0.0060036796746393,10327,602,"Omar Villegas"
"150424302108405_238356083315226","https://www.facebook.com/150424302108405_238356083315226","link","“Cuando a la persona le vale madre todo … las cosas no funcionan.”","Mexican Boxing Icon Julio Cesar Chavez Sr. Remains Frustrated About His Son’s Lack Of Discipline","https://wearemitu.com/no-pos-wow/julio-cesar-chavez-sr-says-his-son-doesnt-care-about-anything/","https://external.xx.fbcdn.net/safe_image.php?d=AQAxITj9e5y7oiCj&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F05%2F11155229%2Fsegui-asi.jpg&_nc_hash=AQD0OdSqBFsRvR4O",2017-05-12 10:00:00,2017-05-12,"10:00",113566,1268,749303,448019,18723,444468,19,114,549,419,2480,567,400,2366,18,17315,69,0,7205,13,3466,3466,3019,24589,21450,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,2,11,11,3,1,"native","Bad Hombres",3466,0.00773627904173707,0.0386479144857696,0,23.7391443678898,0.163589151759954,114,0.7544,0.0175,0.0965,0.0965,0.0263,0.0088,0.959578230146959,0.0404217698530412,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQAxITj9e5y7oiCj&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F05%2F11155229%2Fsegui-asi.jpg&_nc_hash=AQD0OdSqBFsRvR4O ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Omar Villegas","https://wearemitu.com/no-pos-wow/julio-cesar-chavez-sr-says-his-son-doesnt-care-about-anything/","Sports",0,0,1,0,NA,NA,NA,0.0386479144857696,0.00773627904173707,448019,17315,"Omar Villegas"
